,Id,Comment,Comment time,Reply
244,kfYhDuJvzA0,nhìu máy s23 ultra đang gặp lỗi gia công màn hình :(,2023-02-20T23:09:32Z,"lỗi gì vậy bạn, chết màn nữa à?<>Chưa thấy diễn đàn nào nói tới<>Xác nhận không có thông tin đó nha. Nhưng lô sản xuất 14pm đang bị lỗi màn hình khá nghiêm trọng còn nặng hơn 13pm"
245,kfYhDuJvzA0,Cái cần nhất là đưa cây bút về lại bên phải mà ss chưa làm!,2023-02-20T16:34:54Z,Cụm cam to thế thì để bên phải kiểu gì?
246,kfYhDuJvzA0,Cho mình hỏi ae trên đây:s23u có hỗ trợ Dolby vision ko vậy?!Ko thấy tt ngay cả mấy trang nước ngoài GSM arena...,2023-02-20T16:31:38Z,Có bạn à<>@@Hcapril Ko thấy  Dolby Vision và codec AptX HD luôn b 😅
247,kfYhDuJvzA0,rồi cần những người tỏ vẻ sẽ sử dụng fold nhé .,2023-02-20T16:16:34Z,
248,kfYhDuJvzA0,"Ai đang dùng S22 Ultra thì thật sự không đáng bỏ ra chục triệu để nâng cấp. Trải nghiệm S22U giờ vẫn quá dư thừa, trừ bạn nào thích trải nghiệm cái mới và có kinh tế dư giả.",2023-02-20T16:12:51Z,nói chung kinh tế dư thì có 2 lí do chính là pin trâu hơn và cam thì xử lí ngon hơn hẳn. còn k thì cũng k cần thiết lắm
249,kfYhDuJvzA0,Ram 8g  trên s23u  liệu có lang lắm k z a,2023-02-20T15:30:34Z,"Ko bạn..ngon lành cành đào.<>Nó k có lag , chỉ là k thể chạy nền nhìu ứng dụng thôi . Chứ tới chip gen 2 mà còn lag thì dẹp luopn 😄<>@@giahuy20007  mình thì k cần chạy nhiều 
4 5 ứng dụng chứ mấy 
Mình sài con s9 6g ram thấy cũng bthuong 
K đến mức lang khó chịu<>Lăn tăn thì lên bản 12gb, chứ bản 8 mình dùng chả vde gì<>Cũng đang thắc mắc như bạn. Chủ yếu chơi liên quân với game nhẹ k biết 8g ổn lko"
250,kfYhDuJvzA0,Tất cả đều ngon trừ cái giá hơi choảnh,2023-02-20T15:27:31Z,"Giá đến tay có 21tr thôi bạn ơi :))))) mình mua đc có 20.5 trên lazada
Order web ss thì 23tr hoàn 2tr điểm samsung cho đơn sau tặng sạc 45w vs ốp smart view :)) đồ samsung thì đừng có nhìn giá công bố bao năm rồi mà còn bị lừa à 🤣<>Giá giờ là hợp lý ròi ấy chứ ,như 14 pro max là 30tr , còn s23ultral giờ trừ khuyến mãi này nọ ,có hơn 20tr tí à. Nên giá vậy là đáng mua đó<>Ổng bị giá apple ám ảnh 🤣"
251,kfYhDuJvzA0,"S23 Ultra năm nay ngon thiệt đó nhỉ :) Nhưng mình vẫn kết Fold và mong chờ Fold 5 với Snapdragon Gen 2 for Galaxy Fold, đồng thời cũng nâng cấp camera tương tự hoặc hơn S23 Ultra :)",2023-02-20T15:23:04Z,"Chắc dùng chung chip thôi hoặc Gen2 + for Galaxy nâng xung tí vì fold to hơn chứ làm gì có phân biệt Snapdragon for fold nưac :)))<>Vãi cả For Galaxy Fold :D<>@@K666D Vãi bạn<>Đang dùng fold 4 và muốn chuyển sang dùng s23u. Cảm giác fold phù hợp với doanh nhân hơn là người trẻ năng động dùng nhiều. Ưu điểm mà to dùng sướng, trải nghiệm khác biệt, sang, hết. Nhược điểm thì vô số kể. Đầu tiên pin cực yếu, sạc chậm, cam ngoài k tương sứng mức giá, cam trước đủ dùng, cam trong làm cho có. Tiếp theo là phần mềm, tuy ss làm phần mền cho máy gập là tốt nhất những vẫn rất nhiều lỗi. Thanh tác vụ bật lên đôi khi mất tích để lại một khoảng đen trống, phải vào cài đặt để đặt lại. Tiếp theo là màn hình ngoài nếu dùng ốp mà dùng một tay rất khó thực hiện các thao tác vuốt cạnh, nó toàn bị trượt vì ốp trên fold thường làm dày mặt trước như sau để khi mở ra mặt sau thành 1 mảng liền mạch. Tiếp theo là các app, Rất nhiều app chưa tùy biến nên dùng rất chán bao gồm cả fb và mess, tiktok, bla bla...."
252,kfYhDuJvzA0,Bài review rất cuốn,2023-02-20T15:20:34Z,
253,kfYhDuJvzA0,"Thực ra năm nay S23 Ultra ngon mà, có điều đang dùng S22 Ultra mà nâng cấp lên thì hơi phí thôi",2023-02-20T14:25:25Z,"Đúng dòi, hao tiền lắm, tui xài S22U được gần 1 năm rồi, cũng mún đổi, nhưng thoy<>Năm nay nó k có gì thay đổi ,nhưng nó là hoàn thiện mọi yếu điểm của con s22u ấy . Trừ km này nọ còn 20tr hơn à , nên s22u bù qua tầm vài tr cũng ok<>@@nguyenhoangminhnhm3388 vẫn ngon mà. Kiểu nó làm cho mình muốn lên đời nhưng mà lại cứ tiếc ấy<>@@giahuy20007 bù min cũng tầm 9 10tr chứ k đùa"
254,kfYhDuJvzA0,"ad nên sửa cách đọc chữ ""ân tra"" nhé, lặp đi lặp lại nhiều sợ nó nhiễm vô đầu mình ghê :))",2023-02-20T14:10:36Z,
255,kfYhDuJvzA0,❤❤❤❤❤,2023-02-20T13:56:04Z,
256,TlGmjKDaq5M,"Mọi thứ đều tốt, điểm yếu là tiếng rất nhỏ mặc dù thân xác rất lớn.",2023-11-05T07:24:06Z,
257,TlGmjKDaq5M,sao thằng em cu không so sánh với màn hình của sony xpria 1.4 xem sao,2023-06-22T13:22:23Z,
258,TlGmjKDaq5M,Giọng nghe mệt quá,2023-02-13T16:32:25Z,
259,TlGmjKDaq5M,"Video của Tinhte ngày càng nhạt, không có chiều sâu.",2023-02-13T12:54:58Z,
260,TlGmjKDaq5M,"Ngoài trừ giá vẫn còn hơi cao (tất nhiên là đã hợp lý hơn S22 năm ngoái, 25 triệu cho 256GB) thì S23 năm nay có quá ít điểm để chê, nó hơn hẳn đám đt android trung quốc.",2023-02-11T13:41:20Z,
261,TlGmjKDaq5M,"Thầy Hiệp so găng camera zoom của s23u với vivo x90pro+ đi
Hóng video",2023-02-10T16:35:21Z,
262,TlGmjKDaq5M,Thiết kế chả khác gì sony xz1,2023-02-10T16:23:50Z,
263,TlGmjKDaq5M,"Tinh tế cho mình hỏi pin chờ con s23u này k biết ngon k nhỉ (giữ kết nối 4g - k kết nối wifi). Vd để chờ trong 24h thì k biết là hết bao nhiêu phần trăm đây ạ.
Đang dùng note 20u mà thấy pin chờ hao quá nên đang đắn đo s23u có cải thiện nhiều k để nâng đời.",2023-02-10T02:03:13Z,
264,TlGmjKDaq5M,mình mua trên shopee dc giảm hẳn 8tr. từ 36.9 xuống 28.9tr,2023-02-09T05:07:08Z,
265,TlGmjKDaq5M,Đưa cái miệng cuhiep review Samsung thì thôi rồi :)))),2023-02-08T15:43:37Z,
266,TlGmjKDaq5M,"Càng ngày càng ít cong thì hy vọng năm sau sẽ là màn hình phẳng, cá nhân mình vẫn thích màn phẳng hơn",2023-02-08T11:17:27Z,
267,TlGmjKDaq5M,"mình từng so sánh chế độ hiển thị tự nhiên của S21+ với 12 pro max thì màu sắc nó rất giống nhau, nên các đt flagship samsung có vẻ cũng được cân chỉnh màu khá chính xác, chỉ là thêm chế độ rực rỡ thôi, mình không quen mắt với chế độ này, màu quá rực.",2023-02-08T10:42:40Z,
268,TlGmjKDaq5M,"theo dõi Tinh tế làm các sản phẩm, phải nhận xét một câu nội dung và con người, cũng như cách làm đúng là tinh tế thú vị hấp dẫn, giúp người xem  trải nghiệm một cách khách quan chân thực nhất. ai cùng quan điểm này với mình không nhỉ",2023-02-08T10:36:56Z,
269,TlGmjKDaq5M,đưa ifan review nên t ko tin 🤣🤣🤣,2023-02-08T07:37:07Z,
270,TlGmjKDaq5M,Bác Hiệp review rất thực tế gần gũi,2023-02-08T06:49:07Z,
271,TlGmjKDaq5M,Năm nay tôi cho rằng không nên mua S23 Ultra nếu đang dùng S22 Ultra. Các bạn có thể tham khảo thêm kênh của tôi để hiểu thêm lý do,2023-02-08T05:43:51Z,
272,TlGmjKDaq5M,"Đang dùng Xiaomi 12S Ultra, nó mượt quá ấy, cái j cũng thấy tốt nên hơi nhàm chán 😅",2023-02-08T04:51:47Z,
273,TlGmjKDaq5M,Vậy chắc chắn apple sẽ ko lấy tên ultra cho 15 r,2023-02-08T04:43:28Z,
274,TlGmjKDaq5M,Quá đỉnh,2023-02-08T04:37:49Z,
275,TlGmjKDaq5M,Em định mua vivo 90+phus  và s23url con nào hay hơn anh ạ,2023-02-08T04:09:37Z,"Samsung nhé, vì chính hãng"
276,TlGmjKDaq5M,"Cho mình hỏi hình con mèo trên IPhone là ốp lưng hay dán vậy ạ, có ai biết tên không ạ. Mình xin cám ơn.",2023-02-08T03:45:01Z,"Anh Hiệp có nói là dán miếng da á bạn<>@@user-i1iu Cám ơn bạn nhé, không biết a ấy dán chỗ nào vậy ta, trông thấy cute ghê."
277,TlGmjKDaq5M,"Mua được con này giá 22 củ, quá ngon.",2023-02-08T03:28:17Z,"Nhất bác =))<>Mua o dau thế bác<>Bản ultra base mình 20,5"
278,TlGmjKDaq5M,Chê màn Xiaomi 13pro xấu?,2023-02-08T03:11:15Z,
279,TlGmjKDaq5M,KuH nói gì cũng đúng hết: vì a có tiền mà: ahhahah,2023-02-08T02:58:04Z,
280,TlGmjKDaq5M,"Cụm App của Samsung rất ok, dùng được, chứ của Xiaomi thì thôi :)",2023-02-08T02:29:34Z,
281,TlGmjKDaq5M,"giống y s22, ai dùng s22 thì ko cần nâng cấp",2023-02-08T02:28:04Z,
282,TlGmjKDaq5M,Vì sao Camera của các hãng điện thoại thường nằm lệch về bên trái vậy mọi người?,2023-02-08T02:28:00Z,
283,TlGmjKDaq5M,Câu chốt vẫn thua iPhone một chút,2023-02-08T00:36:15Z,một chút ở điểm gì thế bác
284,TlGmjKDaq5M,Động tinhte trước giờ shill Apple cho tới tận bây giờ vẫn shill. Giá cao nhất nhưng chất lượng tệ nhất :)),2023-02-08T00:02:31Z,công nhận nhưng tui vẫn mua =))) và rất nhiều ng như tui
285,TlGmjKDaq5M,"E nói về nhược điểm của dòng S mà ss cần cải thiện. Máy mấy chục triệu mà dùng 1 time là kẽ giữa viển và mặt lưng hở to vãi. Nhiểu máy còn bị bong cả lưng ra phải đi ra quán dán keo lại. 
Tiếp tục là ko biết ô Ss tối ưu kiểu gì mà luôn thua Huawe về khoản Pin. Pin tụt nhanh như tụt quần, thất vọng về pin S22 ultra khi chuyển từ 13 pro max sang. Và cũng tối ưu độ mượt mà ổn định kém Huawei. Nhiệt độ cũng là vấn đề, quay video nghịch 1 tý bỏng hết tay. 
- Còn e rất thích màn hình hiển thị tuyệt vời của Ss vì chính ss là ô trùm cung ứng màn hình cho hãng khác kể cả iPhone.  Phần mềm ss tiện ích, thông minh nhất, đặc biệt cho dân kinh doanh và văn phòng. 
Mong ô Ss gia công sản phẩm bền bỉ hơn đừng để hở lưng. Quản lý pin tốt hơn. Quản lý nhiệt độ tốt hơn
- Còn quay video chắc khó ăn dc iPhone lắm. Nhiếp ảnh thì giới hạn phần cứng nên mỗi hãng AI 1 kiểu, tóm lại tương đồng",2023-02-07T19:14:46Z,
286,TlGmjKDaq5M,Nhôm sê ri 7 dc anodizing,2023-02-07T16:40:01Z,
287,TlGmjKDaq5M,Tinhte mình thích nhất bác Hiệp review,2023-02-07T15:55:09Z,
288,TlGmjKDaq5M,"Hình như nay mod gạo cội nghỉ hết hay sao á, toàn cuhiep lên video vậy ta",2023-02-07T15:53:55Z,
289,TlGmjKDaq5M,So sánh gì mà nói chuyện dài dòng diệu ghê múa tay múa chân nói chuyện thì ôi...,2023-02-07T15:50:02Z,"Body language của ngta mà ông bảo múa àk😂<>Người thành công thỉ phải khua chân múa tay người ta mới nể chứ, tương lai thay thế tim cook mà :)))"
290,TlGmjKDaq5M,Nghe mệt vãi,2023-02-07T15:21:10Z,thế mà vẫn cố nghe hết ạ<>Cuhiepapple mà kêu review samsung nên phải kiềm nén để review đấy ba
291,TlGmjKDaq5M,Mịe. Sao iporn ko làm như này đi. Đẹp như ss mà mợt như iporn. Huhu. Hai ô tướng làm ơn học nhao tí đê😢😢😢😢,2023-02-07T14:48:04Z,
292,TlGmjKDaq5M,Đang nghe Anh Hiệp nói hay mà lag lag hoài... cáu ak,2023-02-07T14:04:46Z,
293,TlGmjKDaq5M,ủa miui 14 thì làm gì cài lắm app bên thứ 3  đâu nhỉ,2023-02-07T14:01:31Z,
294,TlGmjKDaq5M,review con s22 ultra thì nói về nó thôi  tiêu đề có phải so sánh đâu toàn nói hãng khác kk,2023-02-07T13:37:06Z,
295,TlGmjKDaq5M,Em thấy thích dòng S23 seri năm nay. Năm ngoái điểm yếu của 3 con S22 là con chip Snapdragon 8 gen 1. Năm nay thì mọi điểm yếu đều được giải quyết với con 8 gen 2. Thiết kế hợp mắt hơn. Camera cải tiến 1 chút. Mọi thứ đều tốt và giá trừ quà cũng rất ok.,2023-02-07T13:14:21Z,
296,HtOsIE5Ks08,► Đặt hàng Galaxy S23 Ultra tại SamCenter để ưu đãi hoàn tiền lên tới 7 triệu đồng: https://bit.ly/samcenters23vv,2023-02-01T18:03:33Z,
297,HtOsIE5Ks08,"Bạn ơi cho hỏi luôn là sao giá ở cửa hàng khác như là cellphone S, hoanghamobile… giá lại thấp hơn ở tgdd và fpt vậy? Cũng 1 đổi 1 rồi bảo hành 1 năm như nhau luôn. Mình không hiêu?",2023-05-12T11:48:48Z,
298,HtOsIE5Ks08,"Vậy trên thị trường có máy giá có 2,5 triệu là máy gì hả anh",2023-04-25T07:15:33Z,
299,HtOsIE5Ks08,mn cho mình hỏi chút mình thấy nếu chơi game thì mát hơn dùng ip còn sóng của s23ultra rất kém ko biết mn có bị như vậy ko,2023-03-31T02:23:04Z,
300,HtOsIE5Ks08,Eo hiểu sao s22u 12g ram của t. Đang chơi lq ra nghe gọi zalo 2p xong vô load game lại. 12g Đa nhiệm db j k biết,2023-03-25T03:21:39Z,
301,HtOsIE5Ks08,Lẹ nhất là s23u mặt sau  ko có logo.Hết,2023-02-18T19:48:45Z,
302,HtOsIE5Ks08,Màn hình có được dán sẵn không hay phải mua miếng dán ngoài để dán ạ a Vinh,2023-02-14T11:14:26Z,
303,HtOsIE5Ks08,Đang dùng s22utra cảm thấy rất OK không cần thay 😅😅😅,2023-02-12T16:38:09Z,
304,HtOsIE5Ks08,Giá mấy cụ vậy,2023-02-12T10:05:02Z,
305,HtOsIE5Ks08,"Mình hay xem review của bạn này từ cái ngày mặt rỗ, ko biết giờ dùng gì mà mặt lại bóng cờn 😂 review rất hay",2023-02-11T01:05:42Z,
306,HtOsIE5Ks08,Màu xanh đẹp đấy,2023-02-10T17:48:47Z,
307,HtOsIE5Ks08,Bỏ kính nhìn chán đời vcc,2023-02-09T16:59:00Z,
308,HtOsIE5Ks08,ông này toàn nói nhầm giữa s22 và s23,2023-02-08T23:03:13Z,
309,HtOsIE5Ks08,Thấy mỗi s23 nhỏ đẹp,2023-02-08T11:56:49Z,
310,HtOsIE5Ks08,Xem video vì sợ cái ảnh nền giới thiệu video,2023-02-08T00:34:58Z,
311,HtOsIE5Ks08,"Flagship bây giờ bão hòa rồi, samsung hay iphone cũng thế, chẳng có gì phải quá quan tâm nữa. nhiều tiền thích máy nào mua máy đấy thôi",2023-02-07T14:24:45Z,
312,HtOsIE5Ks08,Thiết kế không khác gì s22 Uitra giống hệt Ip12prm vs ip13prm,2023-02-07T13:31:09Z,
313,HtOsIE5Ks08,vừa mua s22 ultra xong thì s23 ra mắt 😢,2023-02-07T04:21:23Z,
314,HtOsIE5Ks08,Y mấy con sony thay cụm cam🐧,2023-02-07T02:48:45Z,
315,HtOsIE5Ks08,"Vẫn đẹp như ngày đầu gặp nhau,samsung mãi đỉnh. Bạn mình trước giờ toàn sd iphone nhưng đi với mình riết cũng tự chuyển qua sài samsung luôn và bảo sao không chuyển sớm hơn nữa 😁",2023-02-07T00:41:00Z,
316,HtOsIE5Ks08,điện thoại giờ đến ngưỡng rồi.,2023-02-06T17:28:10Z,
317,HtOsIE5Ks08,Và cuối cùng người người nhà nhà dùng iPhone cứ 3 mắt là bao ngầu ❤,2023-02-06T07:55:31Z,Dân tộc có khác
318,HtOsIE5Ks08,Bao giờ samsung tối ưu hóa chụp ảnh người được như ip nữa thì đỉnh nhất dòng smartphone luôn ấy nhỉ,2023-02-06T03:26:16Z,
319,HtOsIE5Ks08,nếu mà vẫn còn dán màn hình thì ngon :(,2023-02-05T16:06:43Z,
320,HtOsIE5Ks08,Vuông gioongd sony,2023-02-05T15:43:05Z,
321,HtOsIE5Ks08,Vẫn còn nốt ruồi k lm cam trc ẩn như zfold sẽ đẹp toàn diện,2023-02-05T13:41:56Z,
322,HtOsIE5Ks08,Kể từ khi ss bỏ jac 3.5 và khẻ thẻ nhớ thì mình đã chia tay ss,2023-02-05T10:19:49Z,
323,HtOsIE5Ks08,sao anh nói tiếng Nam rồi anh?,2023-02-05T10:13:39Z,
324,HtOsIE5Ks08,không thích sam sung. vì máy mất giá,2023-02-05T09:47:00Z,
325,HtOsIE5Ks08,Có bạn nào đang xem video bằng Samsung Note 10plus không nhỉ. Thấy yêu Note 10plus hơn 🙃,2023-02-05T08:12:05Z,
326,HtOsIE5Ks08,Ko có cải tiến j về màn sao ạ? Màn ss đẹp quá,2023-02-05T05:37:08Z,
327,HtOsIE5Ks08,Nói S22 23 loạn hết lên r :),2023-02-05T05:07:01Z,
328,HtOsIE5Ks08,"Em thấy nó giống cục pin dự phòng Anker, cảm giác cầm không sướng như S22 nữa. Camera trên bản Demo không khác so vs S22. Hầu như năm nay chỉ nằm ở con Chip",2023-02-05T04:32:09Z,
329,HtOsIE5Ks08,sam sung dep qua toi chon iphone,2023-02-05T04:24:27Z,
330,HtOsIE5Ks08,"iphone vẫn là vô đối, được cập nhật 7 năm liên tiếp",2023-02-05T01:54:02Z,
331,HtOsIE5Ks08,Vẫn đang dùng note20ult 😥,2023-02-04T21:20:07Z,
332,HtOsIE5Ks08,Cái đập vô mắt mình đầu tiên khi xem vid này không phải là s23ult mà là kính của xếp.đâu😁😁,2023-02-04T19:26:27Z,
333,HtOsIE5Ks08,Thay cái vỏ lên cái lại đớp một mợ,2023-02-04T16:28:50Z,
334,HtOsIE5Ks08,Đột phá cho nhiều giờ hết ý tưởng thiết kế rồi.,2023-02-04T14:50:17Z,
335,HtOsIE5Ks08,Còn ip thì mày 12p,2023-02-04T13:48:11Z,
336,HtOsIE5Ks08,Chả ai biết s mấy lại s mấy. Bó tay. Ra máy k có điểm nhấn,2023-02-04T09:03:53Z,
337,HtOsIE5Ks08,Ủa sao giống con xperia vậy chội,2023-02-04T08:47:41Z,
338,HtOsIE5Ks08,Giờ thiết kế z là ok rồi. Cứ z mà phát triển hiệu năng phần mềm nữa là chẳng mấy năm nữa vượt hẳn IP,2023-02-04T05:22:24Z,
339,HtOsIE5Ks08,"Tạ ơn Samsung khi làm màn hình phẳng viền hơn một chút, thực sự dùng màn hình cong viền cực khó chịu, cụ thể là gián màn hình cực khó và nhanh hỏng ít loại có thể tương thích, bụi dễ lọt vào, khi chơi game thao tác nút khó khăn, trải nghiệm xem full màn hình cũng không tốt.",2023-02-04T04:36:12Z,
340,HtOsIE5Ks08,Samsung là thánh sọc màn hình .. Sợ hãng này luôn,2023-02-04T04:07:09Z,
341,HtOsIE5Ks08,Samsung là thánh sọc màn hình .. Sợ hãng này luôn,2023-02-04T04:07:09Z,
342,HtOsIE5Ks08,SFAN ♥♥♥♥♥♥♥♥♥♥♥♥♥,2023-02-04T03:19:01Z,
343,HtOsIE5Ks08,Vuông vức nhìn như Sony :v,2023-02-04T03:07:05Z,
344,HtOsIE5Ks08,video nay nghe mic kỳ kỳ khó chịu quá anh nhỉ,2023-02-04T02:54:57Z,
345,HtOsIE5Ks08,Android thì samsung là trùm ròi,2023-02-04T02:43:06Z,
346,HtOsIE5Ks08,"Khác méo gì ip đâu :)))) thay cam với chip là có máy mới cmnr, nhưng cam vẫn lỏ so với ip 😂",2023-02-03T23:48:49Z,
347,HtOsIE5Ks08,"Mới order xong S23 ultra 512gb màu blue sky, sau khi trade in con iphone 13 pro 128gb và trừ các khuyến mãi thì mình bù là $855, Samsung U.S đang khuyến mãi giá con 512gb bằng giá con 256gb, ngày 15.2 sẽ giao hàng...nôn quá❤❤❤",2023-02-03T22:26:45Z,Thích thế
348,HtOsIE5Ks08,"Thằng 36 rất nhanh nhưng bọn anh lại xem nhiều hơn lũ 36 chúng mày, kkkk",2023-02-03T19:02:10Z,
349,HtOsIE5Ks08,Samsung giờ hệ thống phần mềm dỡ lắm không bằng mấy con đt TQ,2023-02-03T18:59:34Z,
350,HtOsIE5Ks08,samsung s23 ultra có còn bị kêu lạch cạch ở cụm camera khi lắc mạnh không anh ?,2023-02-03T18:08:06Z,Chống rung mà không kêu thì sao chống rung được
351,HtOsIE5Ks08,"S22 ultra và S23 ultra tuy ngoại hình gần như là ko khác gì nhưng về linh kiện trong máy 23ultra nâng cấp và cải tiến rất nhiều và linh kiện chất lượng hơn rất nhiều
Mình làm sản xuất 2 con máy này nên rất rõ luôn",2023-02-03T17:01:31Z,"S23 là hàng Diamond à bạn? Còn s22 là R0, G0, B0 ?<>Mình nghe nói s23u có màn bình công nghệ mới mà chưa thấy ai review<>thì nó là đời mới linh kiện khác đúng rồi còn gì"
352,HtOsIE5Ks08,"làm cho công ty vender của samsung, xin phép không sờ đến con hàng android này!!",2023-02-03T15:05:23Z,
353,HtOsIE5Ks08,rồi anh có định cho kênh phụ bên kia phát triển ko vậy ạ :)). Gì mà nhiều view quá,2023-02-03T14:32:07Z,=))) ai mà biết đâu đc
354,HtOsIE5Ks08,Tuyệt vời,2023-02-03T13:58:29Z,
355,HtOsIE5Ks08,Nhìn mặt sau giống sony thế,2023-02-03T13:12:55Z,chắc do màu =))
356,HtOsIE5Ks08,Vẫn xài sạc BỊP à? Next,2023-02-03T13:02:07Z,
357,HtOsIE5Ks08,"T vẫn dùng note 20 ultra , vẫn quá ổn . Còn chụp ảnh thì T dùng máy ảnh rồi chẳng quan trọng camera",2023-02-03T12:47:50Z,
358,HtOsIE5Ks08,"S23 quá thường, chụp được con chim trong quần sịp mới đỉnh",2023-02-03T12:02:47Z,
359,HtOsIE5Ks08,Màu gold đẹp hen,2023-02-03T11:49:12Z,
360,HtOsIE5Ks08,Ss ảo giá,2023-02-03T11:23:09Z,giá này ảo gì nữa b
361,HtOsIE5Ks08,Số lượng bán thua 14 prm,2023-02-03T11:19:45Z,
362,HtOsIE5Ks08,S23untrall ngon quá😂😂,2023-02-03T11:04:33Z,
363,HtOsIE5Ks08,Hóng video test camera 200mp giữa samsung s23 ultra với xiaomi 12t pro. Xem giá gấp đôi thì camera có hơn nhiều k,2023-02-03T10:46:50Z,ok nghe hợp lý này
364,HtOsIE5Ks08,Samsung có ra 9 mắt camera thì cũng đấm chim vào! Đã dùng và ko bao giờ bằng 14prm,2023-02-03T08:56:36Z,
365,HtOsIE5Ks08,Mài 4 góc đi 1 chút đút túi dỡ mắc thì tốt hơn,2023-02-03T07:35:40Z,
366,HtOsIE5Ks08,Khoái chuẩn bộ nhớ ufs 5.2 nhanh như as copy tải và hay load nhanh hơn,2023-02-03T06:13:56Z,
367,HtOsIE5Ks08,"thiết kế vuông hơn tí, chíp mới, tăng thông số mỗi thứ lên 1 tí
rồi fan sam đéo chê dc fan táo dc nữa rồi :))",2023-02-03T06:06:59Z,
368,HtOsIE5Ks08,Chưa có ẩn cam trước nhỉ,2023-02-03T04:42:01Z,
369,HtOsIE5Ks08,5 lỗ 😅,2023-02-03T04:31:41Z,
370,HtOsIE5Ks08,Dạo này Vinh Xô dịu dàng thế. Hết quạc quạc rùi. 😂,2023-02-03T03:52:49Z,
371,HtOsIE5Ks08,từ bản S3 Note 3 đến bây giờ mình toàn auto chọn Samsung màu trắng chứ không chơi màu khác :V,2023-02-03T03:34:07Z,
372,HtOsIE5Ks08,"Tận tay cầm S22 ultra mới thấy nó dày thật sự, màn hình cũng cong quá, mình vẫn thích đt mỏng và dễ cầm hơn chút, ko biết dùng lâu có nóng ko để mình chuyển mục tiêu dành tiền mua s23   ultra",2023-02-03T02:59:47Z,"Mỏng bạn xài con LG velvet thử. Mỏng màn cong mlem :))<>@@hoangngo2010 vậy thì ít nhất cũng dày vừa vừa, chứ như s22 ultra là tui thấy hơi bị cong quá<>22 nhanh hét pin đúng ko bạn m thấy thua ca 13 max<>@@xuantruongvu2335 mình đã đc dùng đâu 🤣🤣🤣, mới chỉ ra cửa hàng ngắm ngía thôi, nghe mn nói là cũng nhanh hết pin, s22 plus thì lại nóng"
373,HtOsIE5Ks08,1 vài câu nói có ngữ điệu giống cuhiep tinhte 😅,2023-02-03T00:59:18Z,
374,HtOsIE5Ks08,Mấy người bị hội chứng sợ lỗ ko thích điều này,2023-02-03T00:29:20Z,
375,HtOsIE5Ks08,Ai đang dùng con S22utra thì không cần phải nâng cấp,2023-02-02T23:08:59Z,
376,HtOsIE5Ks08,Nhìn to quá vậy trời ơi?,2023-02-02T20:08:27Z,
377,HtOsIE5Ks08,Iphone mà ko có sự thay đổi lớn thì chuẩn bị tụt lại sau samsung,2023-02-02T18:35:53Z,
378,HtOsIE5Ks08,"con 8gen1 còn bị bóp hiệu năng, ra thêm con gen2 làm gì? :)) nghiên cứu cách nào xử dụng hết năng suất con gen1 đi",2023-02-02T17:56:34Z,
379,HtOsIE5Ks08,"Mê quá, nhưng chỉ dc ngắm thôi hic...đợi trúng số rồi xúc.",2023-02-02T17:51:23Z,
380,HtOsIE5Ks08,"4 màu : Beige(Trắng), Green(Xanh như a Vinh nói), Đen, và màu H Ồ N G
thề phôi cam bọn s23 này nặng vãi các bác ợ 💀",2023-02-02T17:17:10Z,
381,HtOsIE5Ks08,Video quay bằng máy gì mà nhìn kinh thế nhỉ 😅,2023-02-02T17:12:18Z,
382,HtOsIE5Ks08,K biết hở keo nắp lưng k,2023-02-02T16:40:01Z,
383,HtOsIE5Ks08,Hóng test vs con 14prm hay đợi 15prm ra một thể nhử,2023-02-02T16:37:25Z,
384,HtOsIE5Ks08,Đẹp quá mà ko có tiền mua,2023-02-02T15:42:40Z,
385,HtOsIE5Ks08,"Thằng nào khôn mua ultra đúng cao cấp thật , mua s23 thường là rất ngggu , từ thiết kế , đến cấu hình đều rẻ tiền .",2023-02-02T15:42:21Z,"nhỏ gọn, cầm nắm dễ chịu thì có ng múc nó thôi :)"
386,HtOsIE5Ks08,Sao nhìn vuốt qua vuốt lại lag vậy,2023-02-02T15:03:50Z,
387,HtOsIE5Ks08,thích cái mặt lưng của note 20 hơn. mang sang đây thì ngon,2023-02-02T14:52:46Z,
388,HtOsIE5Ks08,"Xin lỗi các bạn, tôi cần samsung khóa xung thấp chứ không cần một buồng tản lớn hơn.",2023-02-02T14:22:27Z,
389,HtOsIE5Ks08,Đang xài note 10+ từ 2020 vẫn ổn có nên lên s23 không? Cam s23 lồi quá,2023-02-02T14:12:19Z,
390,HtOsIE5Ks08,Tóm lại s22u ngon hơn s23u😂,2023-02-02T14:07:08Z,
391,HtOsIE5Ks08,Nói thật chứ cụm camera apple nhìn ok mà tiết là chỉ sài dc 1 sim quá tệ,2023-02-02T13:53:25Z,
392,HtOsIE5Ks08,Ngoài vậy đẹp rồi nâng cấp phần mềm phần cứng nữa 👍 hi vong sam sung ngon bằng iPhone 😅,2023-02-02T13:50:50Z,Những ai hướng đến ss thì đã coi ip không bằng ss rồi.<>Xài ss ngon mà nhỉ . Mình k nghĩ nó thua gì nhiều nhưng giá thì ngon hơn nhiều<>Android ko thể bằng iOS được xưa giờ là vậy 😁<>​@@PhamNgocHai4290 t thấy SS ngon hơn ip
393,HtOsIE5Ks08,Nói thật chứ cụm camera s22.s23 xấu như quỷ giá thì trên trời,2023-02-02T13:49:39Z,
