Reviewer name,Content,Rating,Rating date,Crawl date,Shop name
Ngọc M.,hang chuẩn nguyên seal,5,17 thg 7 2023,2024-01-15,NGUYỄN KIM
GMA D.,Rất chuẩn và hỗ trợ khách tốt,5,26 thg 6 2023,2024-01-15,NGUYỄN KIM
Lý T.,Okok,5,20 thg 7 2023,2024-01-15,NGUYỄN KIM
Mi V.,Sản phẩm tuyệt vời,5,22 thg 7 2023,2024-01-15,NGUYỄN KIM
Nguyễn T.,hàng đẹp nguyên seal,5,16 thg 7 2023,2024-01-15,NGUYỄN KIM
Nguyễn T.,hàng chuẩn,5,16 thg 7 2023,2024-01-15,NGUYỄN KIM
linh,"Giao hàng nhanh, có điều mình chưa mở máy thì shop đã tự kích hoạt bảo hành nên hơi lo. Hi vọng hàng chuẩn. ",5,24 thg 8 2023,2024-01-15,NGUYỄN KIM
*******883,rất oki lun,5,24 thg 7 2023,2024-01-15,NGUYỄN KIM
P***.,Nv giao hàng rất nhiệt tình,5,25 thg 6 2023,2024-01-15,NGUYỄN KIM
7***7,Giao nhận rất tốt,5,25 thg 6 2023,2024-01-15,NGUYỄN KIM
*******883,okok lắm,5,16 thg 7 2023,2024-01-15,NGUYỄN KIM
Hanh,Rất tốt,5,25 thg 7 2023,2024-01-15,NGUYỄN KIM
3***7,,5,17 thg 7 2023,2024-01-15,NGUYỄN KIM
Phượng K.,,5,30 thg 6 2023,2024-01-15,NGUYỄN KIM
0***1,,5,07 thg 7 2023,2024-01-15,NGUYỄN KIM
3***7,,5,28 thg 6 2023,2024-01-15,NGUYỄN KIM
9***1,,5,24 thg 6 2023,2024-01-15,NGUYỄN KIM
3***7,,5,12 thg 6 2023,2024-01-15,NGUYỄN KIM
Thoa T.,,5,20 thg 5 2023,2024-01-15,NGUYỄN KIM
8***9,,5,01 thg 8 2023,2024-01-15,NGUYỄN KIM
Phung P.,,5,21 thg 7 2023,2024-01-15,NGUYỄN KIM
Bùi T.,,5,25 thg 7 2023,2024-01-15,NGUYỄN KIM
My N.,,5,27 thg 7 2023,2024-01-15,NGUYỄN KIM
Thanh,,5,25 thg 7 2023,2024-01-15,NGUYỄN KIM
Phung P.,,5,21 thg 7 2023,2024-01-15,NGUYỄN KIM
Ngô M.,,5,30 thg 7 2023,2024-01-15,NGUYỄN KIM
Nguyễn Q.,,5,27 thg 7 2023,2024-01-15,NGUYỄN KIM
Q***.,chất lượng ok NHƯNG mình đề Góp Ý Nk Là khi khách ấn nhận hàng mới kích BH vì máy mình hẹn nhận mà lại kích BH trước. lỡ mình không nhận hay là nhận rồi đổi ý trả hàng thì máy đã kích rồi biết có trả được không.,1,19 thg 7 2023,2024-01-15,NGUYỄN KIM
0***1,Máy kích hoạt bảo hành điện tử 3 ngày trước khi nhận. Ảnh hưởng quyền lợi khách hàng,1,17 thg 7 2023,2024-01-15,HAPPY PHONE
đặng S.,"Tính năng:mượt mà 
 Chất lượng:tuyệt vời
 Chất liệu:bền bỉ 
sử dụng tốt mua đợt săn sale nên giá tốt mua về điện thoại còn chưa kích hoạt bảo hành nên được bảo hành full không sợ thiếu ngày
shop tư vấn nhiệt tình mỗi tội đơn vị vận chuyển hơi lâu ",5,30 thg 10 2023,2024-01-15,HAPPY PHONE
N***.,shop rất nhiệt tình. Hàng đẹp đủ quà,5,08 thg 7 2023,2024-01-15,HAPPY PHONE
******482,"Điện thoại chất lượng ok, đã kích hoạt bảo hành trc 1 tuần, giá ưu đãi so với thị trường.",5,07 thg 7 2023,2024-01-15,HAPPY PHONE
Lê V.,"Giao hàng cực nhanh, điện thoại nguyên seal",5,07 thg 6 2023,2024-01-15,HAPPY PHONE
Bin L.,"Hàng chính hãng, đóng gói kỹ và giá rẻ",5,09 thg 5 2023,2024-01-15,HAPPY PHONE
*******226,"ok, đúng hàng chính hãng ssvn..........................",5,03 thg 5 2023,2024-01-15,HAPPY PHONE
*******222,"hàng nguyên sale, mới, chính hãng. ủng hộ shop làm ăn úy tín. đúng mô tả luôn",5,03 thg 7 2023,2024-01-15,HAPPY PHONE
Duy,"Đóng gói cẩn thận
Máy chuẩn chính hãng Việt Nam",5,17 thg 6 2023,2024-01-15,HAPPY PHONE
Nam P.,"Đã nhận hàng đầy đủ máy nguyên seal, tuy nhiên máy đã kích bảo hành từ 26/06/2023, nhưng giá này đã quá tốt rồi, cảm ơn shop",5,19 thg 7 2023,2024-01-15,HAPPY PHONE
N***.,"Hàng nguyên seal, siêu đẹp và mượt mà. Chỉ có điều shop đoang hàng hơi lâu",5,18 thg 7 2023,2024-01-15,HAPPY PHONE
trong Q.,"hàng mới full box, chính hãng, kích hoạt trước có 3 ngày thôi",5,01 thg 7 2023,2024-01-15,HAPPY PHONE
Tan N.,"hàng chính hãng, nguyên seal, check bảo hành ngon lành. có tặng thêm sạc 45w nữa, combo ngon giá tốt.
ko có gì chê luôn.",5,05 thg 7 2023,2024-01-15,HAPPY PHONE
M***.,"#done samsung and iporn
có tiền ăn cua rồi , đa tạ anh em❤️❤️jjs",5,01 thg 7 2023,2024-01-15,HAPPY PHONE
Phạm P.,điện thoại nguyên seal. mới chỉ kích hoạt 1 tuần. giá tôt. nên mua,5,19 thg 6 2023,2024-01-15,HAPPY PHONE
Vũ M.,"Máy dùng rất tốt, k có lỗi nhỏ nhặt nào, ncl uy tín luôn sẽ còn ủng hộ",5,23 thg 6 2023,2024-01-15,HAPPY PHONE
T***.,Nhận hàng không có đồng kiểm hơi hồi hộp nhưng hàng nhận đc nguyên hộp. Băng dính niêm phong có in chữ happy phone nên cũng yên tâm phần nào. 5 sao cho shop.,5,15 thg 6 2023,2024-01-15,HAPPY PHONE
Phân L.,"Hàng chuẩn , nguyên zin , có cái là bên shop đóng gói hơi lâu , mình có nhờ giao sớm rồi mà 3 ngày sau đặt mới đóng gói hàng xong",5,16 thg 6 2023,2024-01-15,HAPPY PHONE
Dương M.,"máy chính hãng nguyên seal, mở lên nguồn.
shop giao thiếu củ sạc và nhờ mình trả thêm tiền ship để shop giao lại 🤔🤔🤔",5,19 thg 6 2023,2024-01-15,HAPPY PHONE
Trần T.,"đã nhận hàng, đóng gói cẩn thận, vận chuyển không móp méo, shipper giao hàng đúng giò nhiệt tinh,  ĐT mới nghuyên seal chưa kích hoạt bảo hành, đang nhờ ahops kích hoạt để kiểm tra thêm  thông tin trên máy.
 Chất lượng:hàng đúng chính hãng, chất lượng đến nay tốt. gửi shop 5 sao ",5,07 thg 9 2023,2024-01-15,HAPPY PHONE
M***.,"trừ việc điện thoại đã được kích hoạt bảo hành từ 2 tháng trước ra thì điện thoại vô cùng chất lượng, đáng để mua, săn sale nên giá rẻ hơn bình thường rất nhiều",5,14 thg 8 2023,2024-01-15,HAPPY PHONE
H***m,"Giao hàng nhanh, đóng gói cẩn thận. Hàng mới nguyên seal tuy nhiên đã kích hoạt bảo hành hơn 1 tháng.",5,15 thg 8 2023,2024-01-15,HAPPY PHONE
Phạm T.,hàng chính hãng. đã kích hoạt bảo hành trước 3 tuần. mình mua đc giá flash sale giá rất rẻ,5,27 thg 7 2023,2024-01-15,HAPPY PHONE
9***1,"Hàng chính hãnh, shop uy tín ship nhanh.",5,12 thg 6 2023,2024-01-15,HAPPY PHONE
Hà L.,"Sản phẩm nguyên seal, bảo hành chính hãng. Hiện tại các chức năng chưa lỗi gì",5,11 thg 6 2023,2024-01-15,HAPPY PHONE
N***.,máy ok nhưng bị kích hoat trc gần 1 tháng,5,09 thg 7 2023,2024-01-15,HAPPY PHONE
Jamie M.,"Great phone, quick delivery. Definitely needs a case. The pen is really good for taking notes and annotating things. Very happy.",5,11 thg 7 2023,2024-01-15,HAPPY PHONE
Đỗ T.,điê j thoại đẹp. tem tiếc imaei bảo hành chuẩn chỉ. nhân viên tư vấn. hỗ trợ nhiệt tình,5,06 thg 7 2023,2024-01-15,HAPPY PHONE
Trần T.,"Hình thức đẹp, không có lỗi trong quá trình sử dụng. đóng gói cẩn thận.",5,11 thg 7 2023,2024-01-15,HAPPY PHONE
Nguyễn T.,"hàng nguyên seal, bọc gói cẩn thận,",5,04 thg 5 2023,2024-01-15,HAPPY PHONE
*******683,Samsung dùng ok ,5,08 thg 10 2023,2024-01-15,HAPPY PHONE
Truc N.,đt chính hãng. mới 100%  sử dụng gần tháng thấy thấy ổn định. pin sài cả ngày thoải mái. dùng quen s10+ giờ s23 ult thấy hơi nặng 😂 ,5,07 thg 11 2023,2024-01-15,HAPPY PHONE
0***9,hàng nguyên seal chính hãng. giá tốt,5,30 thg 6 2023,2024-01-15,HAPPY PHONE
Lê T.,Ok. Kick bh trước khi nhận máy,5,17 thg 7 2023,2024-01-15,HAPPY PHONE
Nguyễn V.,"Sản phẩm nguyên hộp, chính hãng, good",5,17 thg 6 2023,2024-01-15,HAPPY PHONE
T***.,"điện thoại đẹp, chính hãng, hộp nguyên seal, đóng gói cẩn thận",5,17 thg 6 2023,2024-01-15,HAPPY PHONE
Utimate A.,Máy new 100% hoàn toàn nhưng đã kích hoạt bảo hành trước 02 tháng rùi,5,15 thg 8 2023,2024-01-15,HAPPY PHONE
*******848,"Nguyên seal, nhưng trôi mất 1 tháng rưỡi bảo hành. :( ",5,23 thg 8 2023,2024-01-15,HAPPY PHONE
Diệu H.,Chính hãng. Sử dụng tốt. New. Fullbox,5,15 thg 8 2023,2024-01-15,HAPPY PHONE
Trương Q.,"Máy mới, chất lượng",5,14 thg 8 2023,2024-01-15,HAPPY PHONE
Đào T.,máy nguyên seal chuẩn VN,5,12 thg 6 2023,2024-01-15,HAPPY PHONE
Thành T.,Chất lượng:,5,12 thg 6 2023,2024-01-15,HAPPY PHONE
Phạm H.,quá đẹp mà nay lại giảm nữa :(,5,25 thg 6 2023,2024-01-15,HAPPY PHONE
K***h,"hàng zin, nguyên seal",5,11 thg 6 2023,2024-01-15,HAPPY PHONE
Hồ A.,Ok,5,15 thg 8 2023,2024-01-15,HAPPY PHONE
HOÀNG M.,,5,13 thg 7 2023,2024-01-15,HAPPY PHONE
HOÀNG M.,,5,10 thg 7 2023,2024-01-15,HAPPY PHONE
Trung,,5,07 thg 7 2023,2024-01-15,HAPPY PHONE
9***6,,5,08 thg 7 2023,2024-01-15,HAPPY PHONE
NGUYỄN T.,,5,10 thg 6 2023,2024-01-15,HAPPY PHONE
Võ H.,,5,23 thg 5 2023,2024-01-15,HAPPY PHONE
9***6,,5,25 thg 5 2023,2024-01-15,HAPPY PHONE
Phạm T.,,5,11 thg 10 2023,2024-01-15,HAPPY PHONE
Trần Đ.,,5,26 thg 9 2023,2024-01-15,HAPPY PHONE
HOÀNG M.,,5,03 thg 7 2023,2024-01-15,HAPPY PHONE
3***7,,5,30 thg 6 2023,2024-01-15,HAPPY PHONE
HOÀNG M.,,5,21 thg 6 2023,2024-01-15,HAPPY PHONE
HOÀNG M.,,5,21 thg 6 2023,2024-01-15,HAPPY PHONE
Hiếu P.,,5,27 thg 6 2023,2024-01-15,HAPPY PHONE
*******134,,5,20 thg 6 2023,2024-01-15,HAPPY PHONE
Ngô T.,,5,17 thg 6 2023,2024-01-15,HAPPY PHONE
0***4,,5,20 thg 6 2023,2024-01-15,HAPPY PHONE
0***4,,5,20 thg 6 2023,2024-01-15,HAPPY PHONE
Panda B.,,5,19 thg 6 2023,2024-01-15,HAPPY PHONE
HOÀNG M.,,5,14 thg 6 2023,2024-01-15,HAPPY PHONE
Đinh Q.,,5,15 thg 8 2023,2024-01-15,HAPPY PHONE
Việt Đ.,,5,30 thg 7 2023,2024-01-15,HAPPY PHONE
Truong N.,,5,16 thg 7 2023,2024-01-15,HAPPY PHONE
Châu T.,,5,02 thg 7 2023,2024-01-15,HAPPY PHONE
Nguyễn T.,"máy nguyên seal, ok, tuy nhiên đã bị kích hoạt bh trước khi mua 1 ngày !",3,10 thg 6 2023,2024-01-15,HAPPY PHONE
p***.,"trải ngiệm vô cùng tồi tệ. Đặt hàng 7/7 mà 11/7 mới bàn giao vận chuyển. 15/7 báo đang giao hàng trong hnay nhưng k giao sau khi gọi cskh hẹn trễ nhất giao 17/7 vẫn k giao, tới 18/7 mới giao hàng (sau khi gọi cskh yêu cầu hủy và hoàn tiền vì quá mất thời gian). Sau khi nhận đc hàng ngày 18/7 thì trên app lại báo đã giao hàng ngày 17/7. k hiểu nổi.",1,19 thg 7 2023,2024-01-15,HAPPY PHONE
Đồng V.,Mới nhận hàng về xem lại đã mất 2tr theo giá mới shop hài quá,1,16 thg 7 2023,2024-01-15,HAPPY PHONE
